0.00,0.00,0.00,2.06,3.70,11.54,14.43,15.91,16.91,17.49,17.68,17.46,16.79,15.50,5.14,2.57,1.80,1.80,1.80
0.00,0.00,1.54,3.09,11.64,15.38,17.45,18.88,19.75,20.31,20.55,20.44,19.97,18.98,17.21,5.14,2.57,2.32,2.32
0.00,0.00,1.54,5.14,14.77,17.67,19.56,20.82,21.76,22.24,22.43,22.42,22.17,21.43,19.96,17.30,3.60,2.83,2.83
0.00,0.00,2.06,11.63,16.61,19.37,21.08,22.21,22.70,23.00,23.18,23.23,23.13,22.81,22.01,19.79,4.12,3.34,3.34
0.00,0.00,2.06,13.77,18.12,20.52,22.11,22.75,23.17,23.48,23.68,23.76,23.72,23.52,23.02,21.72,7.72,3.86,3.86
0.00,0.00,2.06,15.17,19.29,21.52,22.55,23.08,23.52,23.80,23.98,24.08,24.10,23.98,23.63,22.82,10.29,4.37,4.37
0.00,0.00,2.06,19.27,22.03,22.83,23.14,23.35,23.67,23.88,24.05,24.17,24.30,24.31,24.07,23.45,10.29,4.89,4.89
0.00,0.00,2.06,19.72,22.29,22.29,22.97,23.42,23.67,23.72,23.62,23.71,23.77,24.33,24.41,23.90,10.29,5.40,5.40
